object_key,actual_label,predicted_labels,model_count,high_confidence_wrong_count,reason,risk_score_0_100,risk_category
20483563,0,"[0, 1]",3,0,model_family_disagreement,29.806377,moderate
20483656,0,"[0, 1]",3,0,model_family_disagreement,24.545133,moderate
20483989,1,"[0, 1]",3,0,model_family_disagreement,33.41954,moderate
20484199,0,"[0, 1]",3,0,model_family_disagreement,25.990296,moderate
20484517,1,"[0, 1]",3,0,model_family_disagreement,36.432603,moderate
20484795,0,"[0, 1]",3,0,model_family_disagreement,27.004781,moderate
20484976,1,"[0, 1]",3,0,model_family_disagreement,34.752195,moderate
20485652,1,"[0, 1]",3,0,model_family_disagreement,38.660429,moderate
20485823,0,"[0, 1]",3,0,model_family_disagreement,27.613911,moderate
20486692,0,"[0, 1]",3,0,model_family_disagreement,30.255638,moderate
20486739,0,"[0, 1]",3,0,model_family_disagreement,26.875835,moderate
20487580,0,"[0, 1]",3,0,model_family_disagreement,25.911622,moderate
20487583,0,"[0, 1]",3,0,model_family_disagreement,31.302477,moderate
20488461,0,"[0, 1]",3,0,model_family_disagreement,29.139,moderate
20488474,0,"[0, 1]",3,0,model_family_disagreement,25.603578,moderate
20488515,1,"[0, 1]",3,0,model_family_disagreement,32.31127,moderate
20488615,0,"[0, 1]",3,0,model_family_disagreement,26.170742,moderate
20488645,0,"[0, 1]",3,1,model_family_disagreement,32.111828,moderate
20488698,0,"[0, 1]",3,0,model_family_disagreement,29.165906,moderate
20488803,0,"[0, 1]",3,0,model_family_disagreement,18.809894,low
20489453,0,"[0, 1]",3,0,model_family_disagreement,26.455556,moderate
20490684,0,"[0, 1]",3,0,model_family_disagreement,30.56811,moderate
20491007,0,"[0, 1]",3,0,model_family_disagreement,31.599557,moderate
20491567,0,"[0, 1]",3,0,model_family_disagreement,28.594294,moderate
20492478,0,"[0, 1]",3,0,model_family_disagreement,20.684107,moderate
20494706,0,"[0, 1]",3,1,model_family_disagreement,32.356301,moderate
20494880,0,"[0, 1]",3,0,model_family_disagreement,25.060783,moderate
20494975,0,"[0, 1]",3,0,model_family_disagreement,30.269068,moderate
20494999,1,"[0, 1]",3,0,model_family_disagreement,38.038835,moderate
20495021,0,"[0, 1]",3,0,model_family_disagreement,19.668158,low
20495187,1,"[0, 1]",3,0,model_family_disagreement,29.727319,moderate
20495323,0,"[0, 1]",3,0,model_family_disagreement,26.01887,moderate
20495615,0,"[0, 1]",3,0,model_family_disagreement,28.404434,moderate
20495829,0,"[0, 1]",3,0,model_family_disagreement,30.059178,moderate
20495960,0,"[0, 1]",3,0,model_family_disagreement,27.769665,moderate
20496005,1,"[0, 1]",3,0,model_family_disagreement,32.301737,moderate
20496817,1,"[0, 1]",3,0,model_family_disagreement,23.473182,moderate
20496837,0,"[0, 1]",3,0,model_family_disagreement,16.33523,low
20496861,0,"[0, 1]",3,0,model_family_disagreement,31.360979,moderate
20496962,0,"[0, 1]",3,0,model_family_disagreement,17.974845,low
20497025,0,"[0, 1]",3,0,model_family_disagreement,27.680595,moderate
20497113,0,"[0, 1]",3,0,model_family_disagreement,26.211748,moderate
20497135,0,"[0, 1]",3,0,model_family_disagreement,28.436218,moderate
20497174,0,"[0, 1]",3,0,model_family_disagreement,23.455516,moderate
20497232,0,"[0, 1]",3,0,model_family_disagreement,23.827834,moderate
20497626,0,"[0, 1]",3,0,model_family_disagreement,29.663676,moderate
20499998,0,"[0, 1]",3,0,model_family_disagreement,22.467455,moderate
20500136,0,"[0, 1]",3,0,model_family_disagreement,22.075563,moderate
20500749,0,"[0, 1]",3,0,model_family_disagreement,32.336099,moderate
20501243,0,"[0, 1]",3,0,model_family_disagreement,24.683938,moderate
20501647,0,"[0, 1]",3,0,model_family_disagreement,28.971687,moderate
20501878,0,"[0, 1]",3,0,model_family_disagreement,24.200783,moderate
20503861,1,"[0, 1]",3,0,model_family_disagreement,32.12997,moderate
20503880,0,"[0, 1]",3,0,model_family_disagreement,30.616959,moderate
20503892,0,"[0, 1]",3,0,model_family_disagreement,27.741479,moderate
20503911,0,"[0, 1]",3,0,model_family_disagreement,30.424578,moderate
20503960,0,"[0, 1]",3,0,model_family_disagreement,25.75609,moderate
20503966,0,"[0, 1]",3,0,model_family_disagreement,29.966314,moderate
20504033,0,"[0, 1]",3,0,model_family_disagreement,30.002477,moderate
20504181,0,"[0, 1]",3,0,model_family_disagreement,31.394264,moderate
20504256,1,"[0, 1]",3,0,model_family_disagreement,31.519014,moderate
20505657,1,"[0, 1]",3,0,model_family_disagreement,24.370011,moderate
20506459,0,"[0, 1]",3,0,model_family_disagreement,29.239888,moderate
20506590,0,"[0, 1]",3,0,model_family_disagreement,17.872699,low
20507355,0,"[0, 1]",3,0,model_family_disagreement,27.717797,moderate
20507716,1,"[0, 1]",3,1,model_family_disagreement,36.821028,moderate
20508772,0,"[0, 1]",3,0,model_family_disagreement,27.342461,moderate
20508918,0,"[0, 1]",3,0,model_family_disagreement,29.250815,moderate
20509073,0,"[0, 1]",3,0,model_family_disagreement,29.295182,moderate
20509456,1,"[0, 1]",3,0,model_family_disagreement,33.69419,moderate
20509505,0,"[0, 1]",3,0,model_family_disagreement,25.482022,moderate
20509520,0,"[0, 1]",3,0,model_family_disagreement,28.444794,moderate
20509523,0,"[0, 1]",3,1,model_family_disagreement,31.995073,moderate
20510073,0,"[0, 1]",3,0,model_family_disagreement,19.406177,low
20510190,0,"[0, 1]",3,0,model_family_disagreement,25.240096,moderate
20510238,0,"[0, 1]",3,0,model_family_disagreement,26.039451,moderate
20511008,1,"[0, 1]",3,0,model_family_disagreement,27.684792,moderate
20511777,0,"[0, 1]",3,0,model_family_disagreement,16.532955,low
20511808,0,"[0, 1]",3,0,model_family_disagreement,19.342901,low
20512244,0,"[0, 1]",3,0,model_family_disagreement,32.220505,moderate
20512245,0,"[0, 1]",3,0,model_family_disagreement,24.752803,moderate
20513125,0,"[0, 1]",3,0,model_family_disagreement,30.457139,moderate
20513138,0,"[0, 1]",3,0,model_family_disagreement,27.438935,moderate
20513165,0,"[0, 1]",3,1,model_family_disagreement,31.652724,moderate
20513170,0,"[0, 1]",3,0,model_family_disagreement,27.676119,moderate
20513181,0,"[0, 1]",3,0,model_family_disagreement,25.961986,moderate
20513472,0,"[0, 1]",3,0,model_family_disagreement,28.491844,moderate
20513529,0,"[0, 1]",3,0,model_family_disagreement,33.193691,moderate
20514597,0,"[0, 1]",3,0,model_family_disagreement,27.633813,moderate
20514846,0,"[0, 1]",3,0,model_family_disagreement,21.113642,moderate
20514914,0,"[0, 1]",3,0,model_family_disagreement,27.387527,moderate
20515049,0,"[0, 1]",3,0,model_family_disagreement,18.600377,low
20515639,0,"[0, 1]",3,0,model_family_disagreement,25.105836,moderate
20515742,0,"[0, 1]",3,0,model_family_disagreement,26.157577,moderate
20516435,0,"[0, 1]",3,0,model_family_disagreement,25.435243,moderate
20516454,0,"[0, 1]",3,0,model_family_disagreement,33.325669,moderate
20517046,0,"[0, 1]",3,0,model_family_disagreement,27.411337,moderate
20517829,0,"[0, 1]",3,0,model_family_disagreement,29.444853,moderate
20518638,0,"[0, 1]",3,0,model_family_disagreement,27.441734,moderate
20518640,1,"[0, 1]",3,0,model_family_disagreement,34.824452,moderate
20518678,1,"[0, 1]",3,0,model_family_disagreement,35.92873,moderate
20518735,0,"[0, 1]",3,0,model_family_disagreement,25.068547,moderate
20518737,0,"[0, 1]",3,0,model_family_disagreement,31.765556,moderate
20519354,0,"[0, 1]",3,0,model_family_disagreement,24.736918,moderate
20519824,0,"[0, 1]",3,0,model_family_disagreement,28.359509,moderate
20523585,0,"[0, 1]",3,0,model_family_disagreement,28.912811,moderate
20523586,0,"[0, 1]",3,0,model_family_disagreement,28.690862,moderate
20523590,0,"[0, 1]",3,0,model_family_disagreement,25.894027,moderate
20523605,0,"[0, 1]",3,0,model_family_disagreement,26.881726,moderate
20523614,0,"[0, 1]",3,0,model_family_disagreement,28.538439,moderate
20523616,0,"[0, 1]",3,0,model_family_disagreement,29.459193,moderate
20523632,0,"[0, 1]",3,0,model_family_disagreement,14.549084,low
20523636,0,"[0, 1]",3,0,model_family_disagreement,19.442718,low
20523650,1,"[0, 1]",3,1,model_family_disagreement,34.915227,moderate
20523656,1,"[0, 1]",3,0,model_family_disagreement,33.744879,moderate
20523661,0,"[0, 1]",3,0,model_family_disagreement,26.0418,moderate
20523662,1,"[0, 1]",3,0,model_family_disagreement,35.505314,moderate
20523664,1,"[0, 1]",3,0,model_family_disagreement,23.570683,moderate
20523728,0,"[0, 1]",3,0,model_family_disagreement,23.064856,moderate
20523747,0,"[0, 1]",3,0,model_family_disagreement,20.439598,moderate
20523775,1,"[0, 1]",3,0,model_family_disagreement,22.385972,moderate
20523792,0,"[0, 1]",3,0,model_family_disagreement,29.076571,moderate
20523796,0,"[0, 1]",3,0,model_family_disagreement,27.716271,moderate
20523807,0,"[0, 1]",3,0,model_family_disagreement,28.964058,moderate
20523809,0,"[0, 1]",3,0,model_family_disagreement,30.611498,moderate
20523810,0,"[0, 1]",3,0,model_family_disagreement,30.616764,moderate
20523820,1,"[0, 1]",3,1,model_family_disagreement,40.062027,elevated
20523828,0,"[0, 1]",3,0,model_family_disagreement,26.60517,moderate
20523915,0,"[0, 1]",3,0,model_family_disagreement,30.514858,moderate
20523934,1,"[0, 1]",3,0,model_family_disagreement,31.639004,moderate
20523941,0,"[0, 1]",3,0,model_family_disagreement,24.047282,moderate
20523971,0,"[0, 1]",3,0,model_family_disagreement,23.744919,moderate
20524268,0,"[0, 1]",3,0,model_family_disagreement,29.697947,moderate
20524392,0,"[0, 1]",3,0,model_family_disagreement,30.301532,moderate
20524471,0,"[0, 1]",3,0,model_family_disagreement,25.026221,moderate
20524475,1,"[0, 1]",3,0,model_family_disagreement,33.913149,moderate
20524530,0,"[0, 1]",3,0,model_family_disagreement,27.815032,moderate
20524603,0,"[0, 1]",3,0,model_family_disagreement,30.17548,moderate
20525229,1,"[0, 1]",3,0,model_family_disagreement,29.799438,moderate
20525364,0,"[0, 1]",3,0,model_family_disagreement,28.420785,moderate
20525477,0,"[0, 1]",3,0,model_family_disagreement,28.731513,moderate
20525498,0,"[0, 1]",3,0,model_family_disagreement,32.000987,moderate
20526587,1,"[0, 1]",3,0,model_family_disagreement,30.160752,moderate
20526742,0,"[0, 1]",3,0,model_family_disagreement,24.848837,moderate
20526798,0,"[0, 1]",3,0,model_family_disagreement,30.751478,moderate
20526826,0,"[0, 1]",3,0,model_family_disagreement,25.66945,moderate
20526878,1,"[0, 1]",3,0,model_family_disagreement,32.257904,moderate
20526898,0,"[0, 1]",3,0,model_family_disagreement,28.058565,moderate
20527977,0,"[0, 1]",3,0,model_family_disagreement,29.690463,moderate
20528284,0,"[0, 1]",3,0,model_family_disagreement,25.307594,moderate
20528609,0,"[0, 1]",3,0,model_family_disagreement,29.789217,moderate
20528807,0,"[0, 1]",3,0,model_family_disagreement,30.729396,moderate
20528857,0,"[0, 1]",3,0,model_family_disagreement,29.619438,moderate
20528859,0,"[0, 1]",3,0,model_family_disagreement,25.040916,moderate
20529366,1,"[0, 1]",3,0,model_family_disagreement,36.427163,moderate
20529718,0,"[0, 1]",3,0,model_family_disagreement,24.447542,moderate
20529720,0,"[0, 1]",3,0,model_family_disagreement,16.59623,low
20529753,1,"[0, 1]",3,0,model_family_disagreement,20.868494,moderate
20529819,0,"[0, 1]",3,0,model_family_disagreement,19.650805,low
20530151,0,"[0, 1]",3,0,model_family_disagreement,25.977127,moderate
20530531,0,"[0, 1]",3,0,model_family_disagreement,15.752243,low
20530938,0,"[0, 1]",3,0,model_family_disagreement,22.279045,moderate
20531060,1,"[0, 1]",3,0,model_family_disagreement,34.270374,moderate
20531914,1,"[0, 1]",3,0,model_family_disagreement,35.131464,moderate
20533372,1,"[0, 1]",3,0,model_family_disagreement,34.011412,moderate
20533638,0,"[0, 1]",3,0,model_family_disagreement,25.551716,moderate
20533990,0,"[0, 1]",3,0,model_family_disagreement,22.52475,moderate
20534676,0,"[0, 1]",3,0,model_family_disagreement,21.382279,moderate
20537395,1,"[0, 1]",3,0,model_family_disagreement,31.291436,moderate
20537829,0,"[0, 1]",3,0,model_family_disagreement,18.422207,low
20538644,0,"[0, 1]",3,0,model_family_disagreement,29.001449,moderate
20538648,0,"[0, 1]",3,0,model_family_disagreement,27.771685,moderate
20539694,0,"[0, 1]",3,0,model_family_disagreement,25.841759,moderate
20539856,0,"[0, 1]",3,0,model_family_disagreement,26.429308,moderate
20545274,0,"[0, 1]",3,0,model_family_disagreement,30.245115,moderate
20549328,0,"[0, 1]",3,0,model_family_disagreement,26.933917,moderate
20549459,0,"[0, 1]",3,0,model_family_disagreement,29.586432,moderate
20555122,0,"[0, 1]",3,0,model_family_disagreement,30.680146,moderate
20560563,0,"[0, 1]",3,0,model_family_disagreement,29.826949,moderate
20566540,0,"[0, 1]",3,0,model_family_disagreement,26.163393,moderate
20574660,0,"[0, 1]",3,0,model_family_disagreement,27.473996,moderate
20576763,1,"[0, 1]",3,0,model_family_disagreement,31.900984,moderate
20577723,0,"[0, 1]",3,0,model_family_disagreement,25.269845,moderate
20585185,0,"[0, 1]",3,0,model_family_disagreement,26.563733,moderate
20585428,0,"[0, 1]",3,0,model_family_disagreement,25.578616,moderate
20591179,0,"[0, 1]",3,0,model_family_disagreement,23.056011,moderate
20592968,0,"[0, 1]",3,0,model_family_disagreement,26.670057,moderate
20594913,0,"[0, 1]",3,0,model_family_disagreement,30.007556,moderate
20594936,0,"[0, 1]",3,0,model_family_disagreement,31.622514,moderate
20601696,0,"[0, 1]",3,0,model_family_disagreement,28.241309,moderate
20601798,0,"[0, 1]",3,0,model_family_disagreement,29.343111,moderate
20604197,0,"[0, 1]",3,0,model_family_disagreement,26.50223,moderate
20606441,1,"[0, 1]",3,0,model_family_disagreement,32.058146,moderate
20608017,0,"[0, 1]",3,0,model_family_disagreement,26.119766,moderate
20612027,0,"[0, 1]",3,0,model_family_disagreement,25.107299,moderate
20612089,0,"[0, 1]",3,0,model_family_disagreement,27.652528,moderate
20612094,0,"[0, 1]",3,0,model_family_disagreement,26.830873,moderate
20612162,0,"[0, 1]",3,1,model_family_disagreement,32.573448,moderate
20612197,0,"[0, 1]",3,0,model_family_disagreement,31.948811,moderate
20612202,0,"[0, 1]",3,0,model_family_disagreement,27.421543,moderate
20612337,1,"[0, 1]",3,0,model_family_disagreement,38.536187,moderate
20612342,1,"[0, 1]",3,0,model_family_disagreement,31.907299,moderate
20612343,0,"[0, 1]",3,0,model_family_disagreement,28.128771,moderate
20612346,0,"[0, 1]",3,0,model_family_disagreement,26.749101,moderate
20612348,1,"[0, 1]",3,0,model_family_disagreement,31.223278,moderate
20612357,0,"[0, 1]",3,0,model_family_disagreement,29.838433,moderate
20612362,0,"[0, 1]",3,0,model_family_disagreement,26.780601,moderate
20612380,1,"[0, 1]",3,0,model_family_disagreement,29.441856,moderate
20612443,0,"[0, 1]",3,0,model_family_disagreement,24.427483,moderate
20612472,0,"[0, 1]",3,0,model_family_disagreement,27.336584,moderate
20612522,1,"[0, 1]",3,0,model_family_disagreement,33.607784,moderate
20612536,1,"[0, 1]",3,0,model_family_disagreement,29.414339,moderate
20612563,0,"[0, 1]",3,0,model_family_disagreement,28.232575,moderate
20612600,0,"[0, 1]",3,0,model_family_disagreement,23.843495,moderate
20612760,0,"[0, 1]",3,0,model_family_disagreement,20.696626,moderate
20612781,0,"[0, 1]",3,0,model_family_disagreement,31.485383,moderate
20612813,1,"[0, 1]",3,0,model_family_disagreement,33.648634,moderate
20612901,1,"[0, 1]",3,0,model_family_disagreement,35.367093,moderate
20612955,0,"[0, 1]",3,0,model_family_disagreement,25.826124,moderate
20612970,0,"[0, 1]",3,0,model_family_disagreement,25.962801,moderate
20613010,0,"[0, 1]",3,0,model_family_disagreement,27.894686,moderate
20613234,0,"[0, 1]",3,0,model_family_disagreement,29.29947,moderate
20613291,0,"[0, 1]",3,0,model_family_disagreement,30.264764,moderate
20613397,0,"[0, 1]",3,0,model_family_disagreement,28.493588,moderate
20613398,0,"[0, 1]",3,0,model_family_disagreement,24.083998,moderate
20613400,0,"[0, 1]",3,0,model_family_disagreement,27.439609,moderate
20613420,0,"[0, 1]",3,0,model_family_disagreement,24.956886,moderate
20613433,0,"[0, 1]",3,1,model_family_disagreement,30.369636,moderate
20613440,0,"[0, 1]",3,0,model_family_disagreement,25.878591,moderate
20613471,0,"[0, 1]",3,0,model_family_disagreement,32.637291,moderate
20613626,0,"[0, 1]",3,0,model_family_disagreement,28.859923,moderate
20613676,0,"[0, 1]",3,0,model_family_disagreement,29.267798,moderate
20613814,0,"[0, 1]",3,0,model_family_disagreement,25.045102,moderate
20613829,0,"[0, 1]",3,0,model_family_disagreement,22.820637,moderate
20613862,0,"[0, 1]",3,0,model_family_disagreement,29.407602,moderate
20613910,0,"[0, 1]",3,0,model_family_disagreement,27.809686,moderate
20613949,0,"[0, 1]",3,0,model_family_disagreement,25.612124,moderate
20613995,0,"[0, 1]",3,0,model_family_disagreement,22.500657,moderate
20614088,0,"[0, 1]",3,0,model_family_disagreement,30.632202,moderate
20614313,0,"[0, 1]",3,0,model_family_disagreement,29.457109,moderate
20614316,0,"[0, 1]",3,0,model_family_disagreement,22.25346,moderate
20614449,0,"[0, 1]",3,0,model_family_disagreement,29.25523,moderate
20614470,1,"[0, 1]",3,0,model_family_disagreement,35.918975,moderate
20614689,0,"[0, 1]",3,0,model_family_disagreement,28.587606,moderate
20618348,0,"[0, 1]",3,0,model_family_disagreement,18.80141,low
20619034,0,"[0, 1]",3,0,model_family_disagreement,28.018811,moderate
20620000,0,"[0, 1]",3,0,model_family_disagreement,25.770389,moderate
20620055,1,"[0, 1]",3,0,model_family_disagreement,36.171517,moderate
20620058,0,"[0, 1]",3,0,model_family_disagreement,28.389055,moderate
20620059,0,"[0, 1]",3,0,model_family_disagreement,27.719229,moderate
20620061,0,"[0, 1]",3,0,model_family_disagreement,26.349792,moderate
20620062,0,"[0, 1]",3,0,model_family_disagreement,28.138357,moderate
20620063,1,"[0, 1]",3,0,model_family_disagreement,36.335915,moderate
20620067,0,"[0, 1]",3,0,model_family_disagreement,27.867611,moderate
20620068,0,"[0, 1]",3,0,model_family_disagreement,26.623211,moderate
20620072,0,"[0, 1]",3,0,model_family_disagreement,28.31112,moderate
20620073,0,"[0, 1]",3,0,model_family_disagreement,26.215366,moderate
20620078,0,"[0, 1]",3,0,model_family_disagreement,26.633581,moderate
20620080,0,"[0, 1]",3,0,model_family_disagreement,28.154282,moderate
20620083,0,"[0, 1]",3,0,model_family_disagreement,29.788793,moderate
20620084,1,"[0, 1]",3,0,model_family_disagreement,31.382007,moderate
20620085,1,"[0, 1]",3,0,model_family_disagreement,34.187781,moderate
20620091,0,"[0, 1]",3,0,model_family_disagreement,25.099444,moderate
20620095,1,"[0, 1]",3,0,model_family_disagreement,40.216867,elevated
20620097,0,"[0, 1]",3,0,model_family_disagreement,30.707506,moderate
20620098,0,"[0, 1]",3,0,model_family_disagreement,29.438777,moderate
20620103,1,"[0, 1]",3,0,model_family_disagreement,33.847381,moderate
20620105,0,"[0, 1]",3,0,model_family_disagreement,27.449294,moderate
20620106,0,"[0, 1]",3,0,model_family_disagreement,28.370488,moderate
20621890,1,"[0, 1]",3,0,model_family_disagreement,29.526867,moderate
20621911,0,"[0, 1]",3,0,model_family_disagreement,30.167825,moderate
20622577,0,"[0, 1]",3,0,model_family_disagreement,27.488531,moderate
20623769,0,"[0, 1]",3,0,model_family_disagreement,27.556429,moderate
20625646,0,"[0, 1]",3,0,model_family_disagreement,26.570963,moderate
20625991,0,"[0, 1]",3,0,model_family_disagreement,24.68999,moderate
20627157,1,"[0, 1]",3,0,model_family_disagreement,28.651994,moderate
20651565,0,"[0, 1]",3,0,model_family_disagreement,27.301803,moderate
20657084,1,"[0, 1]",3,0,model_family_disagreement,35.285784,moderate
20658883,0,"[0, 1]",3,0,model_family_disagreement,32.772011,moderate
20660599,0,"[0, 1]",3,0,model_family_disagreement,28.210543,moderate
20662203,0,"[0, 1]",3,0,model_family_disagreement,28.839205,moderate
20663491,0,"[0, 1]",3,0,model_family_disagreement,27.776369,moderate
20663927,0,"[0, 1]",3,0,model_family_disagreement,25.944164,moderate
20664078,0,"[0, 1]",3,0,model_family_disagreement,28.042819,moderate
20665151,0,"[0, 1]",3,0,model_family_disagreement,28.825932,moderate
20665326,0,"[0, 1]",3,0,model_family_disagreement,23.149216,moderate
20665390,0,"[0, 1]",3,0,model_family_disagreement,25.437231,moderate
20666220,0,"[0, 1]",3,0,model_family_disagreement,24.59787,moderate
20666241,0,"[0, 1]",3,0,model_family_disagreement,20.92536,moderate
20666360,0,"[0, 1]",3,0,model_family_disagreement,24.779585,moderate
20666966,0,"[0, 1]",3,1,model_family_disagreement,30.428295,moderate
20667303,0,"[0, 1]",3,0,model_family_disagreement,25.857988,moderate
20668727,0,"[0, 1]",3,0,model_family_disagreement,27.017423,moderate
20669608,0,"[0, 1]",3,0,model_family_disagreement,26.156557,moderate
20670011,0,"[0, 1]",3,0,model_family_disagreement,26.842837,moderate
20670295,0,"[0, 1]",3,0,model_family_disagreement,28.92691,moderate
20670610,0,"[0, 1]",3,0,model_family_disagreement,26.305629,moderate
20670931,0,"[0, 1]",3,0,model_family_disagreement,25.985496,moderate
20671076,0,"[0, 1]",3,0,model_family_disagreement,27.095531,moderate
20671243,0,"[0, 1]",3,0,model_family_disagreement,27.029989,moderate
20671970,1,"[0, 1]",3,0,model_family_disagreement,33.666354,moderate
20673566,0,"[0, 1]",3,0,model_family_disagreement,27.48487,moderate
20673675,0,"[0, 1]",3,0,model_family_disagreement,26.213658,moderate
20674207,0,"[0, 1]",3,0,model_family_disagreement,25.299256,moderate
20674942,0,"[0, 1]",3,0,model_family_disagreement,27.124378,moderate
20675481,0,"[0, 1]",3,0,model_family_disagreement,19.321939,low
20675689,0,"[0, 1]",3,0,model_family_disagreement,29.365481,moderate
20676261,0,"[0, 1]",3,0,model_family_disagreement,23.10872,moderate
20676362,0,"[0, 1]",3,0,model_family_disagreement,19.05504,low
20677579,0,"[0, 1]",3,1,model_family_disagreement,31.975666,moderate
20677600,0,"[0, 1]",3,0,model_family_disagreement,29.308912,moderate
20678263,0,"[0, 1]",3,0,model_family_disagreement,25.998648,moderate
20678861,0,"[0, 1]",3,0,model_family_disagreement,31.22432,moderate
20678989,0,"[0, 1]",3,0,model_family_disagreement,29.465163,moderate
20679648,0,"[0, 1]",3,0,model_family_disagreement,29.907054,moderate
20679656,1,"[0, 1]",3,0,model_family_disagreement,31.612356,moderate
20679657,0,"[0, 1]",3,1,model_family_disagreement,29.349963,moderate
20679757,0,"[0, 1]",3,0,model_family_disagreement,29.962296,moderate
20686964,1,"[0, 1]",3,0,model_family_disagreement,34.705558,moderate
20688126,0,"[0, 1]",3,0,model_family_disagreement,25.599942,moderate
20688841,0,"[0, 1]",3,0,model_family_disagreement,29.235393,moderate
20690253,0,"[0, 1]",3,0,model_family_disagreement,28.317462,moderate
20699726,0,"[0, 1]",3,0,model_family_disagreement,31.086494,moderate
20706765,0,"[0, 1]",3,0,model_family_disagreement,18.863335,low
20710271,0,"[0, 1]",3,0,model_family_disagreement,29.922662,moderate
20719979,0,"[0, 1]",3,0,model_family_disagreement,31.024012,moderate
20723136,0,"[0, 1]",3,0,model_family_disagreement,30.276363,moderate
20723661,0,"[0, 1]",3,0,model_family_disagreement,21.165798,moderate
20741640,0,"[0, 1]",3,0,model_family_disagreement,27.467454,moderate
20743995,0,"[0, 1]",3,0,model_family_disagreement,29.948596,moderate
20744103,1,"[0, 1]",3,0,model_family_disagreement,30.802813,moderate
20744281,1,"[0, 1]",3,0,model_family_disagreement,36.674731,moderate
20746190,0,"[0, 1]",3,0,model_family_disagreement,29.639328,moderate
20746333,0,"[0, 1]",3,0,model_family_disagreement,27.641871,moderate
20746849,1,"[0, 1]",3,0,model_family_disagreement,34.724306,moderate
20747011,0,"[0, 1]",3,0,model_family_disagreement,29.327794,moderate
20748147,1,"[0, 1]",3,0,model_family_disagreement,33.653027,moderate
20748283,0,"[0, 1]",3,0,model_family_disagreement,29.33059,moderate
20749629,0,"[0, 1]",3,0,model_family_disagreement,30.418853,moderate
20749995,0,"[0, 1]",3,0,model_family_disagreement,28.926085,moderate
20753131,0,"[0, 1]",3,0,model_family_disagreement,22.568748,moderate
20755140,0,"[0, 1]",3,0,model_family_disagreement,27.039791,moderate
20755902,1,"[0, 1]",3,0,model_family_disagreement,33.263333,moderate
20755919,1,"[0, 1]",3,0,model_family_disagreement,32.671748,moderate
20756170,0,"[0, 1]",3,0,model_family_disagreement,25.519222,moderate
20756316,1,"[0, 1]",3,0,model_family_disagreement,33.363065,moderate
20756476,0,"[0, 1]",3,0,model_family_disagreement,24.42451,moderate
20756876,0,"[0, 1]",3,0,model_family_disagreement,29.977533,moderate
20756955,1,"[0, 1]",3,0,model_family_disagreement,32.486833,moderate
20756998,1,"[0, 1]",3,0,model_family_disagreement,28.961679,moderate
20761121,1,"[0, 1]",3,0,model_family_disagreement,35.738666,moderate
20775475,0,"[0, 1]",3,0,model_family_disagreement,28.02621,moderate
20776617,0,"[0, 1]",3,0,model_family_disagreement,26.91237,moderate
20789529,0,"[0, 1]",3,0,model_family_disagreement,31.691548,moderate
20789530,1,"[0, 1]",3,0,model_family_disagreement,28.864379,moderate
20790039,0,"[0, 1]",3,0,model_family_disagreement,29.246639,moderate
20790064,0,"[0, 1]",3,0,model_family_disagreement,29.179313,moderate
20790748,1,"[0, 1]",3,0,model_family_disagreement,31.741027,moderate
20790911,0,"[0, 1]",3,0,model_family_disagreement,24.781445,moderate
20791223,0,"[0, 1]",3,0,model_family_disagreement,27.46175,moderate
20791983,0,"[0, 1]",3,0,model_family_disagreement,24.840158,moderate
20792156,1,"[0, 1]",3,0,model_family_disagreement,36.805491,moderate
20793384,0,"[0, 1]",3,0,model_family_disagreement,29.477524,moderate
20794904,0,"[0, 1]",3,0,model_family_disagreement,28.796195,moderate
20795378,0,"[0, 1]",3,0,model_family_disagreement,28.290341,moderate
20795995,0,"[0, 1]",3,0,model_family_disagreement,24.743529,moderate
20796068,0,"[0, 1]",3,1,model_family_disagreement,30.935785,moderate
20796478,0,"[0, 1]",3,0,model_family_disagreement,27.177613,moderate
20797455,0,"[0, 1]",3,0,model_family_disagreement,32.059589,moderate
20798171,0,"[0, 1]",3,0,model_family_disagreement,28.447759,moderate
20798412,0,"[0, 1]",3,0,model_family_disagreement,28.097146,moderate
20802885,1,"[0, 1]",3,0,model_family_disagreement,34.089706,moderate
20803308,1,"[0, 1]",3,0,model_family_disagreement,30.878876,moderate
20803401,0,"[0, 1]",3,0,model_family_disagreement,28.254739,moderate
20804325,0,"[0, 1]",3,0,model_family_disagreement,26.850016,moderate
20804841,0,"[0, 1]",3,0,model_family_disagreement,26.214347,moderate
20805737,0,"[0, 1]",3,0,model_family_disagreement,21.364952,moderate
20806899,0,"[0, 1]",3,0,model_family_disagreement,28.177795,moderate
20808588,1,"[0, 1]",3,0,model_family_disagreement,31.042029,moderate
20809561,0,"[0, 1]",3,0,model_family_disagreement,26.144035,moderate
20809757,0,"[0, 1]",3,0,model_family_disagreement,30.152956,moderate
20809875,1,"[0, 1]",3,0,model_family_disagreement,36.951428,moderate
20810074,0,"[0, 1]",3,0,model_family_disagreement,28.87449,moderate
20812544,0,"[0, 1]",3,0,model_family_disagreement,28.477112,moderate
20812769,1,"[0, 1]",3,0,model_family_disagreement,30.074927,moderate
20815335,1,"[0, 1]",3,0,model_family_disagreement,31.200736,moderate
20817368,0,"[0, 1]",3,0,model_family_disagreement,24.351114,moderate
20817966,1,"[0, 1]",3,0,model_family_disagreement,30.117398,moderate
